"id","k3","k4","k5"
"3083",1.96,1.02,2.38
"3084",0.4,1.96,6.76
"3085",4.2,7.28,2.74
"3086",2.1,0.52,9.06
"3087",3.68,1.88,4.24
"3088",1.54,0.84,1.98
"3089",2.74,2.78,1.42
"3090",2.04,6.66,2.12
"3091",7.64,2.78,4.42
"3092",1.8,2.92,3.16
"3093",4.78,5.82,7.38
"3094",6.9,1.08,5.24
"3095",3.08,3.2,2.4
"3096",5.48,2.16,0.78
"3097",2.42,3.2,4.7
"3098",2.8,2.96,4.08
"3099",12.28,5.08,1.76
"3100",7.74,3.64,3.5
"3101",3.16,2.98,3.5
"3102",3.54,5.16,6.76
"3103",1.02,4.22,6.46
"3104",1.18,2.4,8.86
"3105",2.1,5.9,7.28
"3106",0.42,0.62,9.78
"3107",4.08,3.8,3.2
"3108",1.98,2.28,3.98
"3109",2.06,7.5,4.92
"3110",4.26,8.52,2.98
"3111",1.3,0.48,6.48
"3112",1.7,3.32,4.24
"3113",2.04,2.16,2.4
"3114",3.98,8.14,1.48
"3115",10.26,5.52,9.08
"3116",4.92,0.92,2.72
"3117",3.28,3.72,2.98
"3118",5.8,3.98,2.96
"3119",2.14,6.46,2.84
"3120",5.08,4.28,1.26
"3121",1.94,2.68,15.36
"3122",5.18,1.18,2.9
"3123",2.02,6.48,4.84
"3124",3.76,1.72,2.4
"3125",2.02,2.86,2.08
"3126",1.64,1.54,5.24
"3127",4.08,2.14,1.58
"3128",2.86,4.52,5.58
"3129",1.62,5.24,3.78
"3130",4.18,1.06,4.76
"3131",4.96,8.96,9.32
"3132",6.2,1.64,6.88
"3133",10.44,5.18,4.76
"3134",1.24,7.62,5.18
"3135",1.26,5.72,2
"3136",5.18,7.16,4.96
"3137",4.82,0.84,2.02
"3138",5.1,1.66,1.3
"3139",2.9,8.78,7.18
"3140",0.74,2.68,1.82
"3141",3.14,3,3.76
"3142",2.66,8.78,2.94
"3143",1.16,1.02,1.4
"3144",9.62,2.96,2.56
"3145",0.68,1,5.32
"3146",1.24,2.7,4.56
"3147",0.6,2.4,7.94
"3148",1.56,1.86,2.24
"3149",1.32,4.28,2.86
"3150",4.68,1.88,7.04
"3151",0.54,7.72,5.7
"3152",3.12,5.6,2.9
"3153",7.56,1.3,3.32
"3154",3.5,2.84,5
"3155",3.76,2.68,2.1
"3156",4.2,2.08,2.52
"3157",3.42,3.18,2.32
"3158",4.1,3.84,4.96
"3159",3.96,4.38,7.72
"3160",2.64,5.7,4.6
"3161",3.02,4.58,2.66
"3162",2.94,1.72,1.88
"3163",1.98,1.16,1.82
"3164",6.34,2.44,3.64
"3165",8.44,2.18,11.32
"3166",2.16,1.9,8.42
"3167",1.48,8.52,3.26
"3168",1.46,4.06,2.56
"3169",0.7,0.46,5.96
"3170",3.8,3.64,5.6
"3171",2.9,5.36,2.96
"3172",6.02,3.24,5.54
"3173",1.08,7.58,7.26
"3174",0.92,2.96,1.98
"3175",1.8,6.02,5.36
"3176",0.9,0.82,6.74
"3177",4.54,2.2,11.14
"3178",0.36,2.94,2.36
"3179",7.4,2.22,4.52
"3180",3.42,3.36,3.68
"3181",3.4,2.44,3.32
"3182",3.06,5.58,5.2
"3183",3.08,2.76,3.18
"3184",0.84,1.64,3.84
"3185",1.5,1.82,5.5
"3186",2.52,1.88,0.82
"3187",0.5,9.2,5.32
"3188",1.8,12.56,5.44
"3189",5.54,1.98,2.4
"3190",8.84,1.72,1.4
"3191",3.6,10.52,2.72
"3192",6.04,4.72,2.84
"3193",1.54,2.98,11.34
"3194",5.16,3.02,8.92
"3195",2.42,3.42,3.26
"3196",2.44,2.62,2.72
"3197",3,4,2.74
"3198",1.72,2.24,4
"3199",3.5,3.54,8.92
"3200",1.64,4.3,9.32
"3201",2.1,2.76,2.22
"3202",0.54,10.34,2.48
"3203",2.42,2.66,9.98
"3204",0.6,0.78,4.5
"3205",3.42,4.16,3.18
"3206",1.96,3.02,4.62
"3207",2.38,4.6,1.72
"3208",0.72,2.62,5.92
"3209",0.62,3.9,3.16
"3210",1.98,3.34,5.74
"3211",1.44,2.24,3
"3212",0.94,7.88,7.1
"3213",6.94,3.84,4.06
"3214",1.16,3.1,5.86
"3215",9.56,7.66,6.18
"3216",0.12,2.44,2.8
"3217",2,2.2,4.78
"3218",4.14,4.84,3.32
"3219",1.7,5.84,0.98
"3220",6.48,2.68,2.76
"3221",1.14,2.22,3.8
"3222",3.56,3.06,1.68
"3223",2.96,3.48,3.9
"3224",3.6,1.46,4.92
"3225",0.6,1.94,1.24
"3226",0.46,2.52,1.74
"3227",2.34,4.24,3.18
"3228",1.34,2.36,5.34
"3229",1.84,6.66,5.76
"3230",2.4,4.74,6.7
"3231",2.04,11.86,8.32
"3232",0.84,2.7,2.44
"3233",1.9,5.72,0.66
"3234",5.32,1.76,5.64
"3235",0.88,3.78,8.04
"3236",1.6,2.34,3.04
"3237",2.62,1.84,3.7
"3238",3.76,5.16,2.76
"3239",7.3,1.82,1.86
"3240",2.66,6.3,2.94
"3241",5.9,1.48,5.92
"3242",3.94,3.78,5.9
"3243",5.1,2.78,3.34
"3244",4.58,1.6,4.08
"3245",1.72,2.4,7.4
"3246",4.6,3.58,0.62
"3247",3.64,0.92,6.36
"3248",1.66,4.32,0.92
"3249",2.04,5.6,4.26
"3250",0.9,4.06,3.94
"3251",5.74,1.84,9.42
"3252",2.76,2.12,3.94
"3253",3.5,0.42,5.92
"3254",1.2,5.18,3.8
"3255",2.68,0.56,4.58
"3256",3.64,3.86,5.2
"3257",6.76,1.32,1.1
"3258",3.08,2.06,4.88
"3259",4.2,9.98,3.56
"3260",5.72,1.7,6.66
"3261",2.2,1.98,2.66
"3262",2.96,3.66,3.16
"3263",2.58,1.9,10.14
"3264",3.32,6.34,2.12
"3265",4.68,1.96,3.32
"3266",1,2.36,4.3
"3267",0.7,8.36,4.12
"3268",4.2,1.6,3.7
"3269",0.22,8.7,5.92
"3270",2.52,2.02,6.52
"3271",1.68,9.48,2.74
"3272",4.76,2.44,7.58
"3273",0.7,1.88,1.36
"3274",1.08,2,4.66
"3275",4.62,8.62,10.96
"3276",2.26,10.18,6.68
"3277",3.96,9.78,5.08
"3278",3.08,4.96,3.7
"3279",3.14,0.46,1.66
"3280",7.14,4.76,7.32
"3281",5.1,0.3,6.68
"3282",1,4.7,4
"3283",0.46,4.04,5.08
"3284",1.9,3.64,2.16
"3285",2.76,0.64,4.54
"3286",3.16,3.24,2.8
"3287",4.1,3.8,5.18
"3288",5.16,4.6,4.96
"3289",2.46,11.7,4.4
"3290",1.5,6.9,7.04
"3291",4.44,6.9,1.4
"3292",0.86,2.6,2.9
"3293",9.4,2.62,4.34
"3294",0.9,3.64,3.46
"3295",0.22,4.06,2.88
"3296",0.58,3.42,1.76
"3297",1.64,5.82,8.3
"3298",1.14,7.12,1.54
"3299",7.88,2.46,1.68
"3300",1.16,1.98,4.06
"3301",1.08,11.42,11.68
"3302",2.88,2.3,5.12
"3303",1.08,1.2,2.86
"3304",1.3,0.56,3.26
"3305",3.34,2.8,2.44
"3306",0.78,2.4,4.54
"3307",1.96,2.02,5.14
"3308",0.72,14.14,5.46
"3309",0.98,1.52,4.02
"3310",1.4,6.58,5.38
"3311",2.16,4.36,3
"3312",1.52,0.5,2.14
"3313",4.18,0.96,4.86
"3314",1.16,3.24,1.24
"3315",8.52,2.78,4.18
"3316",2.48,1.86,4.18
"3317",13.32,4.82,4.94
"3318",2.64,2.54,3.2
"3319",2.16,1.92,3.78
"3320",2.1,5.82,2.14
"3321",1.36,4.48,1.62
"3322",2.52,2.04,6.1
"3323",0.28,7.72,3.74
"3324",1.62,2.46,6.04
"3325",4.68,1.08,5.74
"3326",1.4,5.9,3.98
"3327",1.2,2.62,6.7
"3328",0.52,1.6,2.86
"3329",10.98,1.96,1.56
"3330",7.1,3.7,5.8
"3331",11,3.86,4.26
"3332",2.06,5.42,4.42
"3333",2.52,1.36,2.66
"3334",2.54,2.84,3.08
"3335",3.24,0.84,8.44
"3336",2.4,3.18,1.52
"3337",4.4,9.04,2.2
"3338",2.16,2.04,2.42
"3339",6.1,3.36,3.28
"3340",2.52,5.22,3.76
"3341",0.36,3.4,9.86
"3342",3.06,1.7,3.72
"3343",3.96,6.28,1.48
"3344",5.02,5.82,1.2
"3345",3.78,3.3,12.14
"3346",2.92,1.18,2.24
"3347",0.42,5.2,2.26
"3348",0.48,2.48,10
"3349",6.28,2.94,4.08
"3350",4.18,1.64,8.3
"3351",5.34,2.86,1.94
"3352",5,3.1,3.04
"3353",5.8,3.22,8.62
"3354",2.46,3.08,3
"3355",4.18,1.56,3.92
"3356",6.2,1.88,6.48
"3357",5.52,0.92,4.72
"3358",10.36,1.98,10.12
"3359",5.24,1.92,4.7
"3360",3.1,11.66,5.88
"3361",1.46,2.48,4.88
"3362",3.42,2.18,12.76
"3363",1.1,3.88,1.84
"3364",4.32,6.1,0.96
"3365",3.68,3.5,4.56
"3366",3.78,2.94,2.78
"3367",6,0.84,4.9
"3368",2.66,4.76,2.92
"3369",0.56,2.08,0.84
"3370",7.06,5.26,1.48
"3371",1.32,3.74,11.98
"3372",5.1,7.72,3.92
"3373",1.68,2.52,4.84
"3374",0.24,3.08,5
"3375",3.1,4.36,2.48
"3376",4.26,4.26,4.64
"3377",3.8,3.26,9.26
"3378",12.44,4.7,5.74
"3379",4.68,4.62,5.62
"3380",2.78,2.18,5.74
"3381",8.28,1.96,1.86
"3382",2.2,4.56,11.56
"3383",1.54,1.34,6.54
"3384",1.02,1.9,5.66
"3385",3.88,1.08,4.06
"3386",6.1,4.54,2.5
"3387",3.94,3.18,4.54
"3388",5.9,6.68,1
"3389",6.26,2.7,2.74
"3390",1,13.92,5.98
"3391",2.54,5.94,1.56
"3392",4.24,2.2,3.98
"3393",12,1.96,6.32
"3394",8.36,6.54,1.2
"3395",1.56,2.36,1.46
"3396",4.44,6.94,0.84
"3397",3.06,1.64,8.36
"3398",3.14,2.12,10.54
"3399",1.58,4.36,7.4
"3400",1.32,6.02,4.54
"3401",1.96,9.6,3.64
"3402",1.66,1.7,6.18
"3403",2.12,4.24,1.08
"3404",0.6,4.38,8.88
"3405",2.6,6.18,4.46
"3406",1.72,3.1,7.32
"3407",5.72,6.48,5.72
"3408",0.78,2.12,1.26
"3409",1,1.72,4.92
"3410",3.28,4.38,3.98
"3411",1.86,4.38,4.86
"3412",0.14,7.94,1.52
"3413",0.78,1.32,6.98
"3414",3.42,6.66,4.44
"3415",1.48,6.76,3.12
"3416",1.22,3.02,6.42
"3417",1.9,0.94,4.16
"3418",3.9,3.4,3.28
"3419",1.68,2.54,2.74
"3420",1.46,0.78,2.5
"3421",0.46,0.34,4.32
"3422",0.42,2.48,1.14
"3423",2.96,5.18,3.72
"3424",2.68,3.44,3.4
"3425",6.9,2.94,2.28
"3426",4.9,1.58,2.26
"3427",1.86,1.2,5.14
"3428",0.84,1.28,2.4
"3429",5.64,0.94,6.1
"3430",3.5,6.46,7.12
"3431",2.94,4.74,4.52
"3432",4.72,4.18,5.12
"3433",1.16,4.56,2.92
"3434",2.54,5.34,2.58
"3435",0.92,3.26,1.9
"3436",6.54,0.9,8.42
"3437",4.02,5.62,2.2
"3438",3.78,0.72,2.22
"3439",2.7,11.26,3.1
"3440",1.46,8.54,1.9
"3441",1.68,13.02,1.64
"3442",8.2,5,1.82
"3443",3.64,3.12,2.52
"3444",0.84,3.42,3.72
"3445",7.04,4.6,4.84
"3446",4.1,0.64,0.86
"3447",2.98,2.12,12.08
"3448",1.98,2.76,3.3
"3449",1.46,1.72,4.9
"3450",3,4.16,3.56
"3451",5.16,0.7,0.46
"3452",2.98,5.36,13.18
"3453",0.84,4.46,3.08
"3454",1.72,2.92,6.2
"3455",2.2,7.88,6.64
"3456",5.72,8.14,6.78
"3457",3.26,4.54,5.44
"3458",1.08,2.84,6.1
"3459",2.94,1.5,3.16
"3460",3.78,0.78,4.96
"3461",3.54,6.94,2.6
"3462",5.36,1.88,5.58
"3463",6.92,3.72,1.46
"3464",7.22,2.68,4.1
"3465",2.58,14.4,2.22
"3466",4.9,1.02,2.12
"3467",3.14,4.76,7.16
"3468",2.52,1.42,3.16
"3469",3.78,1.94,8.58
"3470",1.22,1.82,1.56
"3471",3.72,2.96,3.32
"3472",0.86,3.88,9.02
"3473",3.18,1.22,4.16
"3474",1.4,3.74,5.7
"3475",5.02,1.82,2.72
"3476",4.46,1.5,8.3
"3477",8.04,4.76,5.52
"3478",1.4,2.48,4.26
"3479",3.96,1.32,3.38
"3480",0.62,3,4.82
"3481",3.44,4.14,8.96
"3482",3.4,4.46,1.8
"3483",6.1,5.74,3.82
"3484",4.2,3.16,5
"3485",8.62,7.54,4.8
"3486",2.14,6.56,2.3
"3487",3.96,2.98,5.28
"3488",1.82,1.44,4.12
"3489",0.92,2.5,1.94
"3490",6.3,1.8,0.88
"3491",0.92,7.68,4.32
"3492",4.38,2.98,10.86
"3493",4.72,1.74,2.1
"3494",1,3.86,5.9
"3495",1,4.94,3.06
"3496",0.44,4.06,13.78
"3497",3.72,1.6,3.56
"3498",3.06,2.04,8.12
"3499",5.5,2.84,1.56
"3500",0.38,4.84,4.2
"3501",3.5,6.72,8.28
"3502",1.98,4.78,4.28
"3503",0.72,3.9,5.72
"3504",3.06,3.78,3.9
"3505",4.12,3.32,9.88
"3506",5.08,1.64,5.58
"3507",2.78,5.2,7.64
"3508",1,5.14,7.16
"3509",4.34,2.32,3.14
"3510",2.9,7.18,1.96
"3511",2.92,0.38,3.94
"3512",3.78,3.24,1.74
"3513",7.9,2.7,4.34
"3514",0.18,3.42,5.72
"3515",9.24,0.28,2.34
"3516",2.94,3.48,2.24
"3517",1.76,5.24,2.14
"3518",3.66,5.16,2.54
"3519",4.58,1.94,6.4
"3520",1.08,1.82,7.72
"3521",4.9,2.38,7
"3522",1.08,4.24,6.78
"3523",6.08,3.38,10.28
"3524",6.68,1.2,2.86
"3525",1.64,5.96,6.68
"3526",13.32,3.48,14.32
"3527",3.22,6.14,6.12
"3528",3.16,3.26,2.72
"3529",10.36,2.18,9.58
"3530",1.8,2.84,3.02
"3531",5.34,1.22,2.3
"3532",4.66,0.2,4.8
"3533",4.34,4.7,1.74
"3534",4.64,2.18,5.88
"3535",3.18,5.16,7.02
"3536",3.7,1.02,1.42
"3537",5.72,6.6,2.84
"3538",0.7,2.52,4.4
"3539",4.1,6.14,2.14
"3540",2.64,3.28,4.7
"3541",2.5,2.28,1.06
"3542",5.46,3.02,3.98
"3543",1.8,2.62,8.62
"3544",3.96,4.7,5.52
"3545",0.76,5.48,1.18
"3546",10.34,4.9,3.66
"3547",2.58,0.28,1.64
"3548",3.08,2.32,5.86
"3549",2.42,1.24,1.96
"3550",6.84,2.04,2.82
"3551",0.52,3,3.28
"3552",0.56,4.66,5.12
"3553",0.58,4.38,2.8
"3554",2.36,2.34,3.14
"3555",1.14,1.34,3.58
"3556",2.58,4.2,3.32
"3557",6.76,4.04,3.5
"3558",4.52,1.88,2.92
"3559",2.68,1.64,4.14
"3560",1.02,1.66,3.7
"3561",3.46,3.9,6.02
"3562",14.6,3.32,10.94
"3563",0.68,1.96,5.12
"3564",1.36,4,11.54
"3565",5.8,1.86,1.6
"3566",9.78,7.1,1.46
"3567",3.58,6.42,5.7
"3568",5.8,2.56,4.52
"3569",6.12,0.32,7.74
"3570",4.06,2.68,2.08
"3571",1.66,3.9,3.04
"3572",0.12,3.68,3.1
"3573",0.94,0.28,2.62
"3574",1.72,2.08,6.3
"3575",2.3,1.88,4.14
"3576",5.58,2.88,5.5
"3577",1.58,3.74,10.56
"3578",2.58,3.86,5.52
"3579",1.38,5.96,2.2
"3580",3.42,8.06,8.08
"3581",3.88,2.4,4.24
"3582",2.06,7.02,7.26
"3583",3,3.22,2.46
"3584",0.84,3.88,7.6
"3585",1.56,3.72,4.5
"3586",6.02,3.58,4.5
"3587",6.04,2.36,4.38
"3588",2.26,1.88,8.1
"3589",2.52,3.9,2.84
"3590",2.04,2.14,7.82
"3591",4.12,2,7.36
"3592",3.14,2.48,2.46
"3593",3.48,7.06,2.94
"3594",1.92,4.8,1.6
"3595",2.22,15.02,1.04
"3596",1.32,5.76,4.82
"3597",0.6,2.22,4.54
"3598",1.04,4.48,16.78
"3599",7.62,3.82,6.14
"3600",0.66,7.78,8.44
"3601",1.82,2.16,4.62
"3602",3.72,7.3,10.38
"3603",1.6,2.7,4.08
"3604",2.8,4.34,8.12
"3605",1.02,4.1,3.34
"3606",2.92,2.86,2.88
"3607",2.1,2.68,1.1
"3608",5.02,2.98,9.14
"3609",3.24,5.22,5.66
"3610",1.84,3.72,5.28
"3611",1.22,1.34,5.42
"3612",7.34,7.08,3.82
"3613",3.8,2.22,2.18
"3614",2.44,3.5,2.2
"3615",3.18,0.9,1.86
"3616",3.26,3.98,11.36
"3617",2.28,4.08,1.12
"3618",2.32,2.66,6.82
"3619",1.6,9.08,5.9
"3620",3.24,1.34,6.28
"3621",2.34,2.24,3
"3622",3.26,7.52,5.5
"3623",2.52,1.96,4.72
"3624",6.3,4.62,4.3
"3625",1.56,2.4,0.78
"3626",2.16,2.08,2.76
"3627",2.46,2.58,9.92
"3628",2.02,2.46,1.7
"3629",3.64,7.94,1.18
"3630",1.64,4.2,1.26
"3631",0.68,5.98,3.68
"3632",2.1,2.48,1.12
"3633",0.6,6.5,1.54
"3634",14.04,5.16,1.26
"3635",1.94,1.58,4.7
"3636",5.8,2.9,3.82
"3637",1.48,3.22,7.3
"3638",1.54,4.08,3.54
"3639",3.22,4.74,10.2
"3640",1.36,10.02,3.74
"3641",3.06,4.92,4.4
"3642",0.84,4.44,7.56
"3643",7.58,4.12,5.06
"3644",2.2,1.18,3.24
"3645",2.64,4.96,2.94
"3646",9.88,7.08,6.5
"3647",2.98,5.98,3.9
"3648",0.88,1.88,1.86
"3649",6.22,1.54,5.9
"3650",1.88,3.16,4.14
"3651",0.68,0.54,5.24
"3652",5.4,2.28,2.92
"3653",0.9,7.96,7.2
"3654",0.7,7.62,2.34
"3655",6.68,6.04,11.44
"3656",3.02,2.48,1.94
"3657",7.18,3.66,4.12
"3658",2.82,2.7,2.46
"3659",1.04,9.74,1.64
"3660",0.6,5.74,3.62
"3661",4.2,1.64,8.4
"3662",5.26,2.98,5.04
"3663",3.38,4.74,1.12
"3664",1.2,2.96,4.04
"3665",0.44,2.46,6.54
"3666",2.3,1.66,3.38
"3667",2.04,4.26,6.68
"3668",2.5,0.84,1.86
"3669",3.7,2.12,1.34
"3670",1.3,1.56,2.78
"3671",4.68,1.52,7.3
"3672",1.86,9.1,5.5
"3673",4.08,2.52,6.08
"3674",1.56,5.74,1.6
"3675",0.88,3.34,2.44
"3676",2.94,3.14,1.72
"3677",1.48,3.78,3.04
"3678",2.46,2.76,3.1
"3679",4.74,2.3,3.98
"3680",0.44,2.02,5.94
"3681",1.96,5.8,3.72
"3682",1.84,2.78,2.7
"3683",2.9,3.24,9.28
"3684",2.76,1.5,4.7
"3685",2.48,3.34,2.18
"3686",0.56,3.56,1.72
"3687",0.12,2.14,6.46
"3688",4.64,2.28,2.76
"3689",2.7,5.82,7.52
"3690",5.1,0.72,1.08
"3691",2.66,8.04,3.54
"3692",2.24,4.62,8.1
"3693",2.66,5.1,6.24
"3694",1.56,2.42,3.02
"3695",2.22,6.84,2.16
"3696",0.4,2.66,1.8
"3697",1.62,2.58,1.18
"3698",3.64,3.8,11.02
"3699",1.38,5.64,12.54
"3700",4.82,3.1,2.76
"3701",1.02,3.24,3.74
"3702",1.1,2.12,1.6
"3703",2.2,5.52,5.56
"3704",4.5,3.02,9.42
"3705",1.02,4.16,0.66
"3706",1.1,4.76,4.82
"3707",1.32,3.24,10.62
"3708",0.12,2.22,3.52
"3709",3.36,3.34,3.32
"3710",4.28,4.76,3.82
"3711",3.74,2.6,7.7
"3712",1.78,2.84,5.12
"3713",0.42,1.26,4.4
"3714",1.4,4.06,1.9
"3715",0.54,10.32,6.74
"3716",1.62,2.28,1.86
"3717",0.3,1.82,3.44
"3718",2.1,2.48,4.6
"3719",3.26,5.84,5.64
"3720",3,2.04,4.78
"3721",1.18,1.06,2.2
"3722",2.42,4.78,12.4
"3723",1.98,4.12,3.48
"3724",3.18,4.88,7.38
"3725",2.7,1.08,7.34
"3726",3.26,5.36,2.68
"3727",4.42,4.64,3.06
"3728",3.46,2.76,2.8
"3729",1.82,0.9,6.94
"3730",4.14,3.32,2.92
"3731",2.3,6.44,3.86
"3732",11.16,6.3,3.76
"3733",0.78,6.66,2.68
"3734",3.22,2.28,3.04
"3735",1.32,1.98,3.52
"3736",1.94,2.94,2.38
"3737",3.08,4.12,4.04
"3738",2.34,5.22,2.24
"3739",3.02,2,2.54
"3740",0.6,1.88,6.54
"3741",2.82,1.26,3.5
"3742",5.58,4.9,1.26
"3743",11.64,0.36,5.34
"3744",2.46,1.88,2.38
"3745",2.58,0.38,2.74
"3746",3.78,1.92,4.82
"3747",3.86,1.72,5.12
"3748",3.42,2.42,4.34
"3749",6.34,3.8,10.26
"3750",3.78,0.74,3
"3751",1.22,3.9,8.36
"3752",2.76,6.38,3.72
"3753",2.12,5.48,3.6
"3754",0.7,0.52,6.8
"3755",1.26,5.56,14.12
"3756",0.84,6.5,2.1
"3757",1.42,3.66,1.96
"3758",2.58,2.2,2.7
"3759",2.1,6.02,2.92
"3760",4.2,2.2,1.42
"3761",2.06,3.42,6.74
"3762",3.6,2.3,5.2
"3763",0.36,5.72,3.16
"3764",2.44,2.98,6.22
"3765",1.64,0.38,9.72
"3766",3.88,6.92,0.74
"3767",1.96,2.12,2.4
"3768",1.1,2.22,6.12
"3769",5.14,6.72,1.28
"3770",2.7,2.46,2.3
"3771",5.4,4.42,5.74
"3772",7.12,5.66,3.04
"3773",4.24,4.78,6.86
"3774",4.52,3.06,2.34
"3775",3.7,1.52,8.42
"3776",1.84,4.6,3.6
"3777",2.84,3.3,6.62
"3778",0.6,1.1,4.06
"3779",2.76,4.54,4.02
"3780",2.1,9.32,2.88
"3781",4.54,4.86,3.82
"3782",8.18,1.64,3.82
"3783",2.32,2.82,6.48
"3784",3.8,1.78,0.76
"3785",3.5,2.2,1.4
"3786",5.64,4.42,0.78
"3787",3.64,7.64,1.2
"3788",0.34,5.1,0.96
"3789",5.06,6.62,5.66
"3790",1.14,6.56,2.36
"3791",1.62,3.5,2.14
"3792",0.84,8.92,6.14
"3793",1.62,1.66,1.6
"3794",2,3.96,2.22
"3795",1.2,8.18,10
"3796",5,2.44,3.22
"3797",0.44,5.48,10.32
"3798",2.32,4.1,6.48
"3799",2.68,4.26,2.9
"3800",3.28,1.74,2.78
"3801",1.56,3.42,6.58
"3802",4.14,1.64,4.54
"3803",5.02,0.86,3.02
"3804",4.14,4.42,6.88
"3805",0.86,3.56,3.06
"3806",3.16,3.1,4.7
"3807",5.4,3.54,8.44
"3808",0.78,2.96,3.22
"3809",0.88,3.88,2.86
"3810",1.4,7.2,8.16
"3811",3.86,1.5,2.54
"3812",1,2.24,3.98
"3813",3.12,0.84,1.44
"3814",1.56,5.9,4.06
"3815",5.1,3.58,2.08
"3816",8.58,6.76,3.84
"3817",1.96,6.56,9
"3818",3.44,2.84,1.42
"3819",4.6,2.66,6.4
"3820",3.02,2.64,5.32
"3821",1.52,4.62,4.8
"3822",1.36,3.32,4.4
"3823",1.5,4.28,5.26
"3824",3.54,0.7,3.26
"3825",1.08,7.32,5.94
"3826",7.08,1.6,0.86
"3827",1.16,5.26,3.38
"3828",0.48,4.1,10.88
"3829",1.04,3.78,5.12
"3830",0.44,3.92,6.06
"3831",4.62,4.44,3.02
"3832",8.8,3.96,3.4
"3833",7.4,3.88,3.72
"3834",2.92,3.5,2.3
"3835",3.26,1.26,3.22
"3836",8.18,3.46,2.34
"3837",1.24,1.02,5.06
"3838",8.22,6.34,4.78
"3839",2.9,3.14,3.02
"3840",1,2.12,2.24
"3841",2.42,1.36,4.34
"3842",1.82,3.48,3.02
"3843",2.32,1.56,4.44
"3844",2.6,2.6,4.4
"3845",1.9,1.82,5.18
"3846",0.22,5.24,4.56
"3847",6.24,2.62,5.22
"3848",2.3,3,4.1
"3849",5.24,1.02,5.24
"3850",2.04,1.96,2.14
"3851",1.64,9.12,3.42
"3852",0.84,2.78,3.76
"3853",3.54,2.92,7.98
"3854",1.76,6.38,3.22
"3855",3.88,5.1,2.88
"3856",3,1.22,3.2
"3857",2.34,5.58,1.66
"3858",3.12,8.36,2.24
"3859",5.02,0.6,4.96
"3860",2.04,4.78,2.86
"3861",2.7,7.34,2.42
"3862",0.9,3.46,5.86
"3863",1.74,8.7,2.36
"3864",1.06,1.34,6.22
"3865",2.32,4.08,2.78
"3866",4.42,1.32,3.7
"3867",2.86,5.22,4.42
"3868",1.48,6.12,3.02
"3869",0.96,7.36,5.28
"3870",3.08,5.72,5.98
"3871",3.22,2.42,11.08
"3872",4.7,3.1,5.04
"3873",3.12,3.68,4.02
"3874",3.08,4.76,8.3
"3875",1.14,1.9,3.66
"3876",0.76,1.82,4.42
"3877",2.14,10.38,1.7
"3878",0.58,2.32,2.26
"3879",13.1,5.38,2.56
"3880",2.76,3.58,8.42
"3881",1.56,5.66,3.14
"3882",6.3,3.96,5.38
"3883",0.76,4.44,1.66
"3884",1.82,5.56,3.18
"3885",1.14,5.12,5.92
"3886",0.84,7.32,4.36
"3887",0.84,5.08,6.74
"3888",1.62,8.86,5.1
"3889",1.56,9.42,3.96
"3890",1.32,4,7.42
"3891",2.68,2.52,5.22
"3892",3.82,4.1,2.22
"3893",1.8,3.28,6.02
"3894",2.12,1.08,4
"3895",4.84,8.16,4.6
"3896",2.6,4.62,2.46
"3897",2.3,3.02,5.62
"3898",3.96,4.34,11.58
"3899",1.02,0.38,6.38
"3900",4.5,5,1.48
"3901",3.12,5.82,2.9
"3902",3.82,5.08,2.54
"3903",1.4,0.86,5.56
"3904",2.06,1.84,1.68
"3905",7.9,2.84,5.9
"3906",6.14,3.06,5
"3907",2.3,2.8,4.34
"3908",0.88,2.66,4.12
"3909",4.62,1.16,1.64
"3910",1.96,7.8,7.6
"3911",2.52,5.86,3.34
"3912",0.94,2.76,2.92
"3913",6.76,4.12,6.44
"3914",1.24,3.9,2.34
"3915",1.24,9.9,5.3
"3916",2.68,2.94,3.68
"3917",12.54,1.82,6.86
"3918",2.04,5.48,1.34
"3919",4.2,6.84,5.9
"3920",2.96,0.48,1.34
"3921",5.86,2.92,1.96
"3922",3.08,2.66,6.2
"3923",0.5,2.34,7.18
"3924",5.2,2.86,6.54
"3925",8.58,1.38,4.28
"3926",3.06,3.58,3.34
"3927",4.54,1.88,2.72
"3928",1.26,6.76,4.42
"3929",1.48,3.34,3.1
"3930",4.34,1.42,5.82
"3931",6.12,2.18,3.7
"3932",1.02,5.48,0.82
"3933",5.32,1.6,3.58
"3934",1.2,3.34,6.28
"3935",1.2,3.98,5.04
"3936",1.08,2.68,1.1
"3937",2.94,2.08,2.48
"3938",5.48,1.2,3.92
"3939",3.44,2.62,5.02
"3940",1.88,6.2,3.16
"3941",1.18,1.74,7.32
"3942",1.72,4.46,3.26
"3943",3.96,5.9,4.38
"3944",0.36,0.58,1.36
"3945",3.08,1.42,6.62
"3946",7.14,3.34,3.4
"3947",0.86,5.44,7.18
"3948",1.24,0.5,10.42
"3949",7.56,2.2,3.56
"3950",4.1,0.9,5.04
"3951",5.36,4.84,10.26
"3952",1.14,1.88,2.42
"3953",2.02,2.78,3.36
"3954",5.8,4.58,5.74
"3955",1.74,4.14,3.06
"3956",5.16,6.46,7.14
"3957",0.94,0.68,4.98
"3958",1.4,1.14,14.22
"3959",1.74,2.78,1.5
"3960",2.36,5.64,1.96
"3961",0.5,4.4,3.42
"3962",5.14,2.78,4.32
